airdrop_name,positive,neutral,negative,total_words,total_upvotes,comment_count,average_comment_length,scam_probability,is_scam
Terran Coin,9.66E-09,0,0,4.01E-05,2.05E-08,5.43E-05,4.12E-05,-0.00022333,FALSE
Quai Network,8.80E-05,0,2.23E-07,3.86E-05,4.24E-05,0.000119559,3.42E-05,-2.108478426,FALSE
Dogechain,0.00021894,0,0.000294548,0.000760516,0.000207944,0.001086897,0.000575381,0.01319649,TRUE
Portal,0.000210236,0,7.27E-05,0.003534701,0.000196844,0.001684691,0.004203865,-0.040320012,FALSE
Cornerstone,0.000243417,0,0.000219969,0.002002468,0.000120891,0.001565132,0.001939667,-0.033296575,FALSE
Stride,4.84E-05,0,5.27E-05,0.001058077,3.59E-05,0.001076028,0.001123616,-0.006400103,FALSE
Composable Finance,3.39E-07,0,1.31E-06,0.000160168,7.64E-07,0.000217379,0.000167718,0.003947899,FALSE
STRMNFT,3.67E-06,0,2.72E-06,8.90E-05,1.98E-06,0.000293462,2.40E-05,-0.01616138,FALSE
Tegro,8.72E-08,0,0,0.000401352,2.47E-08,0.000271724,0.000369126,-0.000201632,FALSE
Quix,0.000305757,0,7.54E-05,0.000463702,0.000125987,0.001141242,0.000445229,-0.494253115,FALSE
Bungee,1.35E-06,0,2.12E-07,0.000120592,6.49E-07,0.000217379,9.28E-05,-0.009151821,FALSE
StormGain,6.67E-06,0,3.58E-06,0.001117813,1.80E-05,0.001141242,0.00136865,-0.003217743,FALSE
Primex,7.84E-06,0,1.26E-06,0.000650191,8.27E-06,0.000749959,0.000737524,-0.009784411,FALSE
Tally Ho,3.63E-07,0,7.38E-07,7.00E-05,4.27E-07,8.70E-05,7.46E-05,0.002823374,FALSE
Forta,0.002437059,0,0.002406301,0.007128204,0.002518361,0.003945438,0.008320235,-0.072929212,FALSE
Sweat Economy,4.47E-06,0,4.55E-06,0.000719074,6.38E-06,0.001152111,0.000613432,-0.001192768,FALSE
ZORA,2.16E-05,0,2.14E-05,0.000355057,1.60E-05,0.000369545,0.000371065,-0.012816686,FALSE
Velodrome,2.00E-07,0,1.72E-07,4.80E-05,2.18E-07,8.70E-05,4.60E-05,-0.00126607,FALSE
Chains,0.031930862,0,0.015572072,0.033411183,0.04272476,0.019933699,0.035780963,-0.549600783,FALSE
0VIX,0,0,0,3.25E-05,0,8.70E-05,2.28E-05,0,FALSE
Bonq,3.96E-07,0,7.43E-07,0.000169501,4.44E-07,0.000304331,0.000139119,0.00100437,FALSE
Epsylon,7.49E-06,0,3.20E-06,0.000176968,1.14E-05,0.00042389,0.000156812,-0.026193269,FALSE
Ledn,7.53E-05,0,4.31E-05,0.0009877,4.84E-05,0.001184718,0.000951535,-0.039160294,FALSE
RealMe,6.36E-05,0,1.42E-05,0.000509251,4.10E-05,0.000510842,0.000548478,-0.095733462,FALSE
Matrix,0.001262627,0,0.003261001,0.00252516,0.001763171,0.002478126,0.002032009,0.470850605,TRUE
Retrograde,1.39E-06,0,0.00017152,6.81E-05,0.000246175,0.000163035,6.45E-05,1.803541539,TRUE
Hop Protocol,4.50E-06,0,6.56E-06,5.38E-05,4.96E-06,9.78E-05,5.14E-05,0.010540995,TRUE
Gem,0.006618901,0,0.007487114,0.028403239,0.007499118,0.01960763,0.031019168,-0.025449592,FALSE
Lend Flare,1.11E-08,0,2.18E-09,1.77E-05,8.22E-09,1.09E-05,2.08E-05,-0.000493392,FALSE
Armaldia,3.29E-08,0,0,3.51E-05,8.22E-09,6.52E-05,2.81E-05,-0.000870311,FALSE
Leap Wallet,9.72E-07,0,6.88E-07,7.52E-05,4.68E-07,7.61E-05,8.22E-05,-0.005366283,FALSE
Bridgesplit,6.74E-08,0,4.91E-08,7.77E-05,2.22E-07,8.70E-05,8.53E-05,-0.000347999,FALSE
Fractional,0.000139545,0,0.000372882,0.001653198,0.000305102,0.001021684,0.001810486,0.084949007,TRUE
Nebula Protocol,1.08E-05,0,1.97E-05,0.000445781,2.50E-05,0.000543449,0.000424628,0.00950986,FALSE
Orbofi,2.00E-05,0,7.67E-09,0.000200116,8.25E-06,0.000619532,0.000152692,-0.092769325,FALSE
Styllar,6.80E-06,0,0,5.10E-05,9.37E-07,6.52E-05,5.43E-05,-0.123852547,FALSE
Crescent Network,3.66E-07,0,5.64E-08,3.51E-05,1.97E-07,2.17E-05,4.27E-05,-0.008508271,FALSE
Tangible,0.001063408,0,0.001471129,0.007531797,0.001407086,0.001412967,0.009178944,0.010363742,TRUE
Taki,0.018205305,0,0.018215374,0.064492656,0.019471323,0.038487039,0.071640937,-0.05752246,FALSE
ioTube,6.82E-07,0,1.35E-07,0.000244358,8.47E-07,0.000391283,0.000204558,-0.002191415,FALSE
YoBit,1.36E-05,0,2.58E-05,0.000496557,4.18E-05,0.000815173,0.000476979,0.01208725,TRUE
Void Protocol,4.46E-07,0,2.33E-07,0.001156641,6.41E-07,0.000358676,0.001469717,-0.000212002,FALSE
VINCI,0.001663454,0,0.002487967,0.002928005,0.001077959,0.001760774,0.003287231,0.087872182,TRUE
Element Finance,0,0,0,1.12E-06,1.64E-08,1.09E-05,2.42E-07,0,FALSE
LandDAO,0,0,0,0,0,0,0,0,FALSE
cheqd,3.83E-07,0,1.80E-07,8.77E-05,1.85E-07,0.000141297,6.62E-05,-0.002562649,FALSE
DAO Labs,5.63E-07,0,0,4.59E-05,3.04E-07,9.78E-05,3.54E-05,-0.011382899,FALSE
Unagii,1.11E-06,0,3.00E-07,0.000360657,1.34E-06,0.000499973,0.000346828,-0.002267487,FALSE
Nested,2.72E-05,0,8.78E-05,0.00176371,5.68E-05,0.001239063,0.002121443,0.021736738,TRUE
AssetMantle,2.14E-05,0,2.17E-05,0.001012528,5.53E-05,0.002771589,0.00118033,-0.004100075,FALSE
Morpher,8.75E-07,0,5.29E-08,0.000152327,5.96E-07,0.0003152,0.000155115,-0.005080647,FALSE
LimeWire,0.000129784,0,4.60E-05,0.000601095,0.000116761,0.001184718,0.000460498,-0.145004277,FALSE
Mars Protocol,7.23E-09,0,8.85E-09,8.27E-05,2.01E-07,0.00010869,8.26E-05,-3.70E-06,FALSE
Findora,0,0,0,7.32E-05,0,6.52E-05,8.12E-05,0,FALSE
LikeCoin,1.93E-07,0,0,1.42E-05,2.96E-07,1.09E-05,1.75E-05,-0.012606112,FALSE
Fuji DAO,0,0,0,0,0,0,0,0,FALSE
Diffusion Finance,1.18E-05,0,5.19E-06,0.000497864,1.63E-05,0.001097766,0.000495157,-0.01436689,FALSE
pSTAKE Finance,1.25E-07,0,3.37E-07,8.59E-06,1.32E-07,4.35E-05,5.33E-06,0.014932848,TRUE
PartyBid,0,0,0,1.46E-05,0,1.09E-05,1.67E-05,0,FALSE
Frax,0.000152275,0,0.000233579,0.001433108,0.000201841,0.001282539,0.00090185,0.019378635,TRUE
Craft Economy,1.27E-05,0,2.11E-06,0.000283187,9.39E-06,0.000521711,0.000297627,-0.036100535,FALSE
X2Y2,3.14E-08,0,0,1.19E-05,9.45E-08,3.26E-05,1.09E-05,-0.00243863,FALSE
CowSwap,3.78E-08,0,1.84E-08,4.93E-05,1.64E-07,1.09E-05,6.37E-05,-0.00044186,FALSE
Orbiter Finance,1.07E-05,0,2.19E-05,0.000360284,4.40E-06,0.000869518,0.000363067,0.01655808,TRUE
GameInfinity,0.000369297,0,4.29E-07,0.000212623,0.000121191,0.000815173,0.000141543,-1.610603277,FALSE
Katana,2.57E-05,0,0.000247719,0.00041498,0.000120312,0.000391283,0.000428263,0.374687487,TRUE
Stargaze,9.24E-06,0,4.71E-06,0.000456795,9.32E-06,0.000326069,0.000501458,-0.011320182,FALSE
Trust Domains,5.54E-05,0,3.20E-05,1.36E-05,4.07E-05,2.17E-05,1.14E-05,-2.073631335,FALSE
Fraktal,0.000536119,0,0.000122064,0.000519518,0.000581857,0.001315146,0.000497338,-0.787704438,FALSE
Votium,2.12E-06,0,4.33E-07,6.10E-05,1.13E-06,0.000163035,4.46E-05,-0.027177468,FALSE
Pika Protocol,7.28E-08,0,3.04E-08,3.27E-05,2.88E-08,4.35E-05,2.50E-05,-0.001395144,FALSE
Nomic,0.005496992,0,0.009295682,0.042154691,0.00735798,0.015760013,0.048880444,0.03861499,TRUE
Friktion,2.00E-06,0,2.89E-06,0.000690699,6.48E-05,0.001152111,0.000716681,0.000346068,FALSE
WhaleFin,0.000368451,0,0.000516404,0.001444308,0.000470007,0.001130373,0.00052109,0.022076498,TRUE
Sonic,0.005680641,0,0.001108426,0.002969821,0.010103706,0.001825988,0.002358236,-1.505143588,FALSE
Quarry,1.47E-06,0,1.54E-08,0.000160168,4.52E-07,8.70E-05,0.000182745,-0.008433059,FALSE
OmniFlix,6.57E-06,0,2.49E-06,0.000373724,1.06E-05,0.000684745,0.000320168,-0.01149426,FALSE
Chic Cow & Bullzz,3.96E-06,0,2.04E-06,0.000165021,2.68E-06,0.000358676,8.63E-05,-0.013308611,FALSE
Shell Protocol,1.75E-05,0,5.88E-06,0.000111445,2.46E-06,0.000152166,0.000119245,-0.107974699,FALSE
Mintbase,2.43E-08,0,1.59E-08,1.66E-05,2.05E-08,2.17E-05,1.91E-05,-0.000663873,FALSE
Legion Network,3.81E-06,0,8.90E-07,6.10E-05,2.60E-06,3.26E-05,5.02E-05,-0.047451794,FALSE
Rubicon,6.48E-06,0,4.02E-06,0.00063339,1.23E-05,0.000749959,0.000639123,-0.004897253,FALSE
Glow,0.000192249,0,0.000149284,0.001927425,0.00038655,0.000836911,0.002330849,-0.036503479,FALSE
Coinhall,4.14E-06,0,7.79E-07,0.000174168,1.73E-06,0.000347807,0.000170627,-0.018803742,FALSE
LooksRare,9.19E-06,0,3.58E-06,0.000313802,1.43E-05,0.00042389,0.000283812,-0.018899764,FALSE
StellarX,4.25E-05,0,9.44E-06,0.000703207,8.52E-05,0.001184718,0.000700442,-0.046345362,FALSE
Coreum,6.47E-06,0,4.94E-06,0.000299054,3.15E-06,0.000608663,0.000252062,-0.008136134,FALSE
Gas DAO,1.39E-07,0,5.67E-08,0.000188542,3.00E-07,0.0003152,0.000216192,-0.000466319,FALSE
Astroport,1.43E-05,0,2.99E-06,0.000665685,8.03E-06,0.00053258,0.000766851,-0.016712413,FALSE
Aztec,6.54E-06,0,1.49E-05,0.000191342,7.62E-05,0.000217379,0.000194864,0.024558578,TRUE
Terra Name Service,2.73E-06,0,3.16E-07,0.000317348,2.26E-06,0.000499973,0.00031532,-0.007253426,FALSE
Lum Network,2.05E-05,0,5.18E-06,0.000481809,1.81E-05,0.001108635,0.000490067,-0.031728646,FALSE
Francium,0.011515268,0,0.006580922,0.000563013,0.009487481,0.001141242,0.000705532,-10.52100245,FALSE
ICON,0.002216639,0,0.00203773,0.012326744,0.003572024,0.009238628,0.012854932,-0.047223171,FALSE
Paras,0.000431881,0,0.000698226,0.001227578,0.000415428,0.001282539,0.001333264,0.085247216,TRUE
IOTA,0.001564892,0,0.001096588,0.011878163,0.00296371,0.011934134,0.011085407,-0.055442217,FALSE
Comdex,5.19E-06,0,5.35E-08,0.000140567,1.55E-05,0.000195642,0.000144936,-0.033999292,FALSE
Volmex,3.23E-07,0,2.58E-08,2.09E-05,2.30E-07,9.78E-05,1.72E-05,-0.013457476,FALSE
iExec,1.29E-05,0,5.43E-06,0.000715714,2.58E-05,0.00095647,0.000773152,-0.011276437,FALSE
Berachain,6.45E-07,0,2.23E-08,8.94E-05,2.05E-07,7.61E-05,9.60E-05,-0.00651549,FALSE
Die Last,0,0,0,6.37E-05,0,0.000173904,4.77E-05,0,FALSE
Rabby Wallet,3.94E-06,0,1.89E-05,0.000761823,3.32E-06,0.001010815,0.000782362,0.013156161,TRUE
Grindery,4.28E-06,0,1.69E-06,0.000162781,3.90E-06,0.000184773,0.00011876,-0.016906785,FALSE
Synonym,0.000114183,0,4.07E-05,0.000723928,9.18E-05,0.000586925,0.000792057,-0.105689421,FALSE
Terra World,0.000349831,0,0.000546115,0.001076931,0.000183878,0.001532525,0.000974318,0.065629134,TRUE
Superfluid,3.94E-06,0,5.79E-07,0.000352257,3.69E-06,0.000543449,0.000315805,-0.00919481,FALSE
Hardcore FC,0.001006025,0,0.000684086,0.000817452,0.000414347,0.001184718,0.000638638,-0.536398467,FALSE
Hedgehog Markets,0,0,0,0,0,0,0,0,FALSE
Sablier,6.85E-07,0,1.26E-07,0.000107525,2.38E-07,0.000271724,5.50E-05,-0.005063061,FALSE
Desmos,8.65E-06,0,1.97E-06,0.000131793,9.82E-06,0.000152166,0.000119487,-0.050043836,FALSE
Atrix,0.001277984,0,0.003275099,0.002559695,0.001768431,0.00254334,0.002055034,0.462917101,TRUE
Instrumental Finance,0,0,0,0,0,0,0,0,FALSE
TokenSets,7.18E-07,0,1.65E-07,0.000147287,6.08E-07,0.000271724,0.000102764,-0.003714171,FALSE
Spintop,9.43E-05,0,3.34E-05,0.000382685,0.000182124,0.001054291,0.000393363,-0.165527146,FALSE
Phantom,0.000124637,0,8.56E-05,0.001296648,0.000181655,0.000728221,0.001519644,-0.041433497,FALSE
Aquarius,1.38E-05,0,6.03E-06,0.000357484,5.58E-06,0.000271724,0.000400149,-0.023601267,FALSE
Saddle Finance,3.68E-07,0,3.51E-06,9.11E-05,1.40E-06,0.000163035,6.81E-05,0.024177246,TRUE
DexGuru,1.73E-06,0,7.14E-07,0.000377645,2.14E-06,0.000760828,0.000408874,-0.002875221,FALSE
ParaSwap,9.48E-07,0,1.04E-07,0.000257799,5.71E-07,0.000380414,0.000272179,-0.003121683,FALSE
Matcha,8.70E-07,0,4.57E-07,0.000255372,6.45E-07,0.000141297,0.000285267,-0.001868212,FALSE
Solanart,8.82E-06,0,3.10E-06,0.000235211,1.35E-05,0.000163035,0.000274602,-0.025253298,FALSE
Foundation,0.005056546,0,0.003372202,0.023179498,0.004320778,0.014086191,0.025682477,-0.097147925,FALSE
Digital Arms,0.00321182,0,0.005090739,0.001758857,0.01439185,0.00148905,0.001234136,0.400552793,TRUE
Gro Protocol,1.30E-08,0,1.69E-08,4.22E-05,2.05E-08,5.43E-05,3.15E-05,4.17E-06,FALSE
Gridlock,3.08E-05,0,3.82E-05,0.000267693,3.47E-05,0.000293462,0.000254244,-0.003514172,FALSE
Paladin,0.001724531,0,0.000298888,0.000716087,0.001543581,0.000989077,0.000756914,-1.933051919,FALSE
Apricot Finance,9.84E-09,0,5.14E-09,7.21E-05,1.64E-08,0.000152166,4.12E-05,-7.51E-05,FALSE
Sologenic,7.38E-07,0,3.21E-07,0.000421327,1.37E-06,0.000608663,0.000400634,-0.001074038,FALSE
TerraFloki,1.33E-07,0,0,6.35E-06,9.86E-08,2.17E-05,3.88E-06,-0.019439002,FALSE
DeFi Saver,4.07E-05,0,4.96E-05,0.000131233,5.48E-05,5.43E-05,0.000138877,-0.014531481,FALSE
OneOf,0.000151889,0,0.000102891,0.000739795,0.000466505,0.000782566,0.000903546,-0.089869508,FALSE
BitYard,6.23E-07,0,1.17E-06,0.000173048,6.41E-07,0.000304331,0.000123607,0.001546129,FALSE
Zapper,2.52E-06,0,5.55E-07,0.000498797,2.14E-06,0.000380414,0.000540722,-0.003889141,FALSE
HUMAN Protocol,1.47E-06,0,5.18E-07,0.000307081,1.99E-06,0.000641269,0.000269997,-0.003209335,FALSE
Gaia EverWorld,9.87E-08,0,0,4.03E-05,7.81E-08,7.61E-05,3.42E-05,-0.002271822,FALSE
Sportemon Go,0.000402989,0,5.31E-05,0.000235211,0.000325835,0.000434759,0.000171354,-1.426749871,FALSE
Yield Protocol,4.53E-08,0,1.39E-07,5.21E-05,5.75E-08,7.61E-05,5.14E-05,0.001119497,FALSE
Cozy Finance,8.35E-09,0,3.41E-09,8.21E-06,8.22E-09,1.09E-05,8.48E-06,-0.000643758,FALSE
Timeswap,2.00E-05,0,8.05E-07,9.52E-05,2.77E-05,0.000195642,7.88E-05,-0.189144745,FALSE
Terra Land,6.36E-07,0,1.30E-06,0.000173048,1.62E-06,0.000271724,0.000191228,0.002011019,FALSE
Opyn,7.49E-06,0,5.58E-06,0.000190409,1.53E-05,0.000304331,0.000145905,-0.015260809,FALSE
Symmetry,0.001203184,0,0.000248595,0.001076931,0.000627781,0.001032553,0.001055026,-0.869840072,FALSE
Apollo DAO,1.63E-06,0,5.81E-07,0.000594375,4.21E-06,0.000706483,0.000658513,-0.001837941,FALSE
Solend,0.003977463,0,0.005778714,0.001570501,0.006153442,0.001434705,0.000869372,0.313250312,TRUE
Terraswap,1.26E-06,0,3.96E-07,0.000267319,2.80E-06,0.000184773,0.000314108,-0.003316728,FALSE
Talis Protocol,1.24E-06,0,1.10E-07,6.65E-05,3.45E-07,0.000141297,6.28E-05,-0.016152322,FALSE
Flare Finance,7.45E-06,0,1.64E-06,0.000506824,8.62E-06,0.000782566,0.000504367,-0.011289774,FALSE
Polymarket,0.000139407,0,0.00014096,0.000750436,2.82E-05,0.001304277,0.000507518,-0.03643066,FALSE
Valkyrie Protocol,3.78E-07,0,4.76E-07,0.000290467,1.05E-06,0.000402152,0.00032962,-2.08E-05,FALSE
Slingshot,4.36E-05,0,1.33E-05,0.00076873,4.36E-05,0.000923863,0.000583621,-0.040073258,FALSE
OpenSea,0.000712927,0,0.000529945,0.002993342,0.00121117,0.002521602,0.00319295,-0.092884962,FALSE
Shade Protocol,4.67E-06,0,2.20E-06,0.00048685,5.12E-06,0.000456497,0.000493945,-0.005635388,FALSE
Roco Finance,0,0,0,0,0,0,0,0,FALSE
Backd,0.000132,0,0.000277658,0.001245126,0.000290698,0.000793435,0.001383434,0.063046986,TRUE
Loop,0.004952471,0,0.004688829,0.016442753,0.005612106,0.012868866,0.018236219,-0.073104515,FALSE
Metamask,0.000619222,0,0.000750795,0.006918381,0.000989357,0.006054019,0.007138936,-0.004505921,FALSE
Nexus Protocol,2.92E-06,0,1.32E-06,0.001050796,6.70E-06,0.001108635,0.001152942,-0.001667319,FALSE
Boba Network,1.87E-06,0,9.78E-08,3.83E-05,1.71E-06,0.000141297,4.34E-05,-0.043617284,FALSE
Portuma,1.37E-06,0,5.87E-09,6.61E-05,1.23E-07,6.52E-05,7.73E-05,-0.019182302,FALSE
BrightID,1.10E-05,0,2.40E-07,0.000150274,2.30E-05,0.000239117,0.000157054,-0.067085865,FALSE
InPoker,0,0,0,0,0,0,0,0,FALSE
Adshares,1.14E-07,0,2.40E-08,5.08E-05,1.32E-07,7.61E-05,5.16E-05,-0.001737815,FALSE
Thales,1.08E-05,0,8.92E-07,0.000407699,8.64E-06,0.000663007,0.000430445,-0.022974562,FALSE
Foil Network,2.21E-07,0,0,1.70E-05,2.47E-07,4.35E-05,1.38E-05,-0.012049218,FALSE
Songbird,1.31E-05,0,8.48E-06,0.000522131,1.12E-05,0.000826042,0.000534905,-0.011485993,FALSE
Tokel,2.52E-08,0,0,6.72E-06,2.88E-08,2.17E-05,3.39E-06,-0.003483043,FALSE
BullionFX,1.65E-07,0,9.01E-08,2.26E-05,2.42E-07,5.43E-05,2.42E-05,-0.003888846,FALSE
Juno,9.00E-05,0,2.67E-05,0.002275574,9.95E-05,0.002282485,0.002303946,-0.028215499,FALSE
Bitget,0.000178781,0,5.60E-05,0.002337551,5.63E-05,0.003043313,0.002227358,-0.053631477,FALSE
Remitano,1.73E-06,0,6.37E-06,0.000164834,1.63E-06,0.000369545,0.000132333,0.018242719,TRUE
Angel Protocol,1.72E-09,0,1.36E-09,8.59E-06,4.11E-09,1.09E-05,8.00E-06,-7.06E-05,FALSE
StarTerra,5.89E-06,0,8.67E-07,0.000765743,4.05E-06,0.000869518,0.000907182,-0.006318304,FALSE
Blockasset,8.86E-05,0,4.35E-05,0.001271447,5.27E-05,0.00148905,0.001053814,-0.039872293,FALSE
SuperRare,5.95E-07,0,3.34E-08,0.000375964,2.47E-07,0.000304331,0.000416387,-0.001403278,FALSE
HAI DAMO,1.84E-06,0,9.52E-08,4.41E-05,2.12E-06,0.000119559,3.13E-05,-0.037261685,FALSE
Sunny,0.000100149,0,6.64E-05,0.000271053,0.000138706,0.000271724,0.000288417,-0.165548963,FALSE
WEYU,7.59E-05,0,1.50E-05,0.000347216,5.28E-05,0.000597794,0.000244306,-0.171575964,FALSE
dYdX,0.000194625,0,8.74E-05,0.001590849,0.0002264,0.001347753,0.001619015,-0.073753621,FALSE
DFyn,4.11E-06,0,4.12E-06,0.000189662,7.14E-06,0.000130428,0.000127243,-0.004379566,FALSE
Notional,4.02E-07,0,1.40E-07,0.000108085,1.73E-07,7.61E-05,0.000124577,-0.002518142,FALSE
Altair,5.70E-05,0,2.54E-05,0.000657658,0.00011536,0.001108635,0.000529573,-0.05245973,FALSE
ShapeShift,5.00E-05,0,4.05E-05,0.001825687,0.000188276,0.002293354,0.001905009,-0.00937601,FALSE
THORSwap,8.37E-07,0,1.14E-07,0.00020497,1.18E-06,0.000271724,0.00021086,-0.003386092,FALSE
VoltNFT,1.35E-07,0,0,9.00E-05,6.21E-07,0.000141297,4.00E-05,-0.001388169,FALSE
OpenOcean,6.03E-07,0,6.95E-08,0.000123766,3.99E-07,0.000282593,0.000107611,-0.004116071,FALSE
NFTb,6.66E-06,0,9.17E-07,0.000327989,7.04E-06,0.000445628,0.000289629,-0.016836598,FALSE
hi,1,0,1,1,1,1,1,-0.204174899,FALSE
TAP,0.016025105,0,0.006661009,0.01335906,0.007780184,0.008879952,0.015416999,-0.752394395,FALSE
Moonbet,7.06E-05,0,6.98E-05,0.000385112,0.000178897,0.001152111,0.000344647,-0.038998226,FALSE
Spar Finance,0,0,0,0,0,0,0,0,FALSE
Connect Financial,6.20E-06,0,4.04E-06,0.000187422,5.27E-06,0.000358676,0.000182018,-0.015089375,FALSE
Osmosis,0.000132521,0,0.000142976,0.003170684,9.18E-05,0.003010706,0.0034724,-0.006146478,FALSE
Pylon Protocol,2.95E-06,0,5.12E-07,0.001148054,5.77E-06,0.001184718,0.001323569,-0.00206094,FALSE
GemBites,2.26E-08,0,0,2.80E-06,8.22E-09,1.09E-05,1.94E-06,-0.007475627,FALSE
EarnBet,3.89E-08,0,1.29E-07,4.33E-05,8.22E-08,8.70E-05,4.12E-05,0.00132168,FALSE
Orion Money,1.57E-06,0,2.26E-06,0.000170061,2.14E-06,0.000130428,0.000199711,0.001027439,FALSE
Omni,0.000191375,0,0.000182938,0.003462644,0.000250235,0.002804195,0.003771239,-0.013048339,FALSE
EmiSwap,3.69E-07,0,2.39E-07,0.000107898,2.63E-07,0.000173904,7.80E-05,-0.00156623,FALSE
CRD Network,6.56E-08,0,3.12E-08,3.70E-05,6.58E-08,4.35E-05,4.27E-05,-0.001036681,FALSE
Instadapp,4.21E-05,0,3.78E-05,0.000523625,8.46E-05,0.000478235,0.000340769,-0.02244729,FALSE
Degenâs Farm,0,0,0,0,0,0,0,0,FALSE
Blockster,8.56E-07,0,1.60E-07,0.000124326,7.81E-07,0.000239117,0.000138392,-0.005459391,FALSE
Skyward Finance,3.96E-07,0,1.62E-06,7.93E-05,6.04E-07,0.000228248,6.74E-05,0.010142518,TRUE
MoonEdge,2.74E-05,0,4.68E-07,0.000399299,3.48E-05,0.001010815,0.000383183,-0.062746559,FALSE
NEFTiPEDiA,0,0,0,2.05E-06,8.22E-09,1.09E-05,4.85E-07,0,FALSE
Thorstarter,1.04E-08,0,0,3.60E-05,2.05E-08,3.26E-05,4.34E-05,-0.000267169,FALSE
Arweave,1.59E-05,0,6.56E-06,0.000253879,8.90E-06,0.0003152,0.000295688,-0.039265144,FALSE
APENFT,6.64E-06,0,1.31E-06,0.000640297,8.54E-06,0.00127167,0.000667238,-0.008144285,FALSE
EasyBake,4.46E-05,0,1.69E-05,4.24E-05,3.72E-05,0.000141297,4.87E-05,-0.687804134,FALSE
Honeyswap,1.66E-05,0,1.74E-06,7.06E-05,1.04E-05,7.61E-05,7.46E-05,-0.19992687,FALSE
Charged Particles,0.019847398,0,0.014097999,0.000690326,0.004480299,0.001249932,0.00046268,-11.89981725,FALSE
BarterTrade,5.75E-09,0,0,7.09E-06,8.22E-09,2.17E-05,4.36E-06,-0.0007521,FALSE
Ribbon Finance,2.44E-07,0,1.72E-08,3.01E-05,1.11E-07,7.61E-05,2.16E-05,-0.007112805,FALSE
ZoidPay,9.34E-07,0,1.22E-08,6.91E-05,5.79E-07,0.000228248,4.68E-05,-0.01242532,FALSE
QiSwap,1.04E-08,0,1.29E-08,0.000121152,4.11E-08,2.17E-05,0.000145421,-2.03E-06,FALSE
Crypto Thrills,1.05E-08,0,0,8.03E-06,4.11E-09,1.09E-05,9.21E-06,-0.001216229,FALSE
DoRen,0.000183636,0,3.19E-05,0.00077097,8.56E-05,0.00127167,0.000643728,-0.1911156,FALSE
SolPAD,1.06E-06,0,2.21E-06,0.000464262,1.06E-06,0.000576056,0.000541207,0.001318664,FALSE
Convex Finance,1.09E-07,0,2.77E-08,1.72E-05,1.27E-07,4.35E-05,1.43E-05,-0.004729805,FALSE
RunNode,1.07E-08,0,6.34E-09,6.42E-05,4.93E-08,6.52E-05,6.16E-05,-8.33E-05,FALSE
Venus,0.000137718,0,0.00010155,0.000742035,0.000229486,0.000608663,0.000812901,-0.073181675,FALSE
ChainX,2.55E-06,0,1.18E-07,2.84E-05,3.45E-06,9.78E-05,1.50E-05,-0.080376706,FALSE
Revuto,9.12E-05,0,2.51E-05,0.000719447,8.02E-05,0.001141242,0.000656089,-0.092445607,FALSE
Solanium,1.29E-06,0,1.20E-05,0.000192276,5.56E-06,0.000195642,0.000234612,0.038969941,TRUE
Impermax Finance,3.59E-09,0,0,2.35E-05,8.22E-09,2.17E-05,2.57E-05,-0.000141788,FALSE
Avalaunch,3.50E-06,0,2.20E-06,0.000539866,5.64E-06,0.000804304,0.000596224,-0.003060636,FALSE
Etherlite,4.31E-07,0,2.39E-06,0.000355057,9.08E-07,0.000728221,0.000360158,0.003753393,FALSE
Badger DAO,4.40E-07,0,2.32E-06,0.000129553,8.05E-07,0.000271724,0.000140573,0.009819663,FALSE
DeversiFi,5.97E-06,0,6.46E-07,7.90E-05,1.93E-06,0.00010869,8.56E-05,-0.064237037,FALSE
Bribe,0.000498491,0,0.000636886,0.001574421,0.000767683,0.000782566,0.001822119,-0.00100677,FALSE
SORA,3.43E-05,0,2.35E-05,0.000252385,2.07E-05,0.000304331,0.000250123,-0.05847618,FALSE
Maiar Exchange,1.07E-06,0,1.92E-07,0.000236518,1.15E-06,0.000326069,0.000257879,-0.003595808,FALSE
HOPR,7.39E-07,0,1.13E-07,0.000122646,1.54E-06,0.000195642,0.000123365,-0.004927498,FALSE
Aladdin,1.80E-06,0,4.43E-07,0.000157367,2.76E-05,0.0003152,0.000143966,-0.008558903,FALSE
KLOMP,4.92E-07,0,7.10E-08,7.43E-05,1.04E-06,7.61E-05,7.95E-05,-0.005449265,FALSE
NFTMart,1.34E-08,0,0,1.34E-05,1.23E-08,2.17E-05,1.45E-05,-0.000927863,FALSE
LOTTO,0.000429208,0,7.67E-05,0.000809052,0.000292441,0.001032553,0.000752794,-0.423720316,FALSE
1inch,0.00038907,0,0.000670545,0.000993487,0.000454131,0.00138036,0.000976499,0.125157543,TRUE
Affine,8.85E-06,0,7.38E-06,0.000587655,8.16E-06,0.000749959,0.000634276,-0.004885371,FALSE
NovaDEX,4.02E-07,0,3.38E-07,0.000233718,6.82E-07,0.000217379,0.000271936,-0.000549112,FALSE
Futureverse,3.06E-06,0,0,0.000118539,9.25E-07,0.000152166,0.000110762,-0.023924651,FALSE
Script Network,1.96E-07,0,6.32E-08,0.000122459,5.14E-07,0.000282593,0.000128455,-0.001110311,FALSE
Secret Network,3.60E-05,0,1.87E-05,0.001719841,8.60E-05,0.001662953,0.001910583,-0.011555518,FALSE
Hydra,0.000139263,0,0.000189689,0.000867668,0.000179707,0.00084778,0.00091421,0.009304329,FALSE
